st;course1_1;course1_2;course1_3;course1_4;course1_5;course1_6;course1_7;livingparent
243865;9,9;3,3;4,6;9,9;9,92290277136128;1,34312854538328;2,91941031011157;0
243473;4,3;1,3;8,4;4,3;3,00783580629129;1,35864035594901;8,85663183632699;1
243935;6,6;,8;5,4;6,6;5,63303267682413;1,36089042592325;6,90437903011817;0
244068;6,3;3,3;9,2;6,3;4,54090605527416;1,36476740750269;8,57463922240323;0
244377;5,3;1,3;1,2;5,3;3,94645667207301;1,37136369765725;,674627003408172;0
244625;5,8;,6;3,1;5,8;5,448230270932;1,38013289099694;2,79661818808381;0
244436;10;1,4;5,8;10;9,92290277136128;1,38849330551625;5,10652701967479;1
244468;9,1;2,9;6,1;9,1;8,61455662260876;1,4018004849337;5,99053632130125;1
244311;5,4;1,8;3,9;5,4;3,62554579647166;1,40450553322752;3,12599724933036;1
244714;6,6;2,5;5,7;6,6;6,73304374218263;1,40943824484491;5,49508245638532;1
243692;4,3;3,3;4,2;4,3;4,50712322882442;1,46790397070035;5,04773694606656;0
243573;5,2;3,5;9;5,2;2,04974280454794;1,4741965454194;9,06412171468972;1
243648;6,2;3,2;4,6;6,2;5,35668242822328;1,47488777108189;5,16864936520395;0
243394;6,1;2,9;5,7;6,1;6,46719758484537;1,49239881254227;7,72625500629346;0
244046;6,3;2,2;4,6;6,3;6,48014965190149;1,51515368984581;5,32943038479484;0
244566;10;1,6;4,2;10;9,92290277136128;1,5376923265287;3,83257526060718;1
244235;7;1,8;3,2;7;7,18076301716116;1,55223254120144;3,58054834712343;1
243589;1,7;1,7;2,9;1,7;3,33931006949608;1,55726272267741;4,44420605894708;1
243305;10;1,5;4,7;10;9,92290277136128;1,56524960240778;4,32838130645947;1
244276;5,2;2;3,6;5,2;5,44342613192941;1,57091963908571;4,10479301761495;0
243921;5,6;3,8;6,6;5,6;5,3148461739886;1,59313208178379;4,43821003902159;0
244600;6,3;2,4;4,7;6,3;7,42132401708061;1,5947456013898;4,42185025189619;1
244445;8,7;1,8;5,2;8,7;6,81668965270266;1,60731644823078;5,25738739922241;1
243452;3,3;2,2;6,4;3,3;4,74338709889306;1,60777439558715;5,03312836697163;1
243824;5,7;3,4;4,2;5,7;5,03766868138705;1,6240049998188;4,32589533684811;1
243995;9,1;2,6;7,6;9,1;9,92290277136128;1,63171029403628;7,86706168291517;0
243556;8,7;2,3;7,3;8,7;8,18663850034349;1,63792374047429;9,29908273627544;0
244584;4,2;3,3;4,3;4,2;3,81171774597005;1,64771241125597;5,00337530715667;1
244233;5,5;2,6;2,8;5,5;5,36874730104018;1,65459698942957;4,08577857699719;1
243425;7;1,7;4;7;6,99653740755509;1,67803149059397;4,98685319755197;0
243539;3,1;2,7;6,2;3,1;1,40501664662575;1,67823822344559;5,43062028832238;0
244354;4,9;2,4;8,2;4,9;6,75831011514091;1,72938162651559;7,41143822595892;0
243784;8,9;,9;5,5;8,9;9,84822247376068;1,73869073547885;7,75216266677637;0
244630;8,2;,9;6,6;8,2;8,29210095113796;1,74359149651647;7,05525741150724;1
243660;8,5;3;6;8,5;7,827694934149;1,7442345782401;5,92724167082626;1
244368;7;1,1;3,8;7;6,24052054101969;1,75302600938651;5,00135665902998;1
244619;5,9;3,6;4,6;5,9;6,74278764380363;1,75524108959458;2,01054046684379;1
244706;8,4;2,3;2,7;8,4;8,36659666039323;1,77104867557629;1,9072541774904;0
243316;5,4;3,2;7,7;5,4;5,11977433470439;1,77210051074776;8,17049428982186;0
243885;6,7;2,1;2,5;6,7;5,77048666969825;1,7729022718139;,797719515987584;1
243610;8,8;1,8;7,5;8,8;8,71027824094837;1,77323413680984;6,67416436810825;0
243367;4,1;2,8;4,3;4,1;1,50895187018736;1,7894147010947;5,06648862609652;1
243357;8,7;2,9;5,2;8,7;8,30556529186702;1,79305775325934;4,6750769375573;1
244397;4,8;2,1;4,4;4,8;2,46612316782009;1,79785514435924;5,04666735416338;0
243769;7,8;3;4,9;7,8;8,56434517323168;1,81246658200544;4,2900397817613;0
244241;7,4;2,5;6,1;7,4;7,96496370209275;1,81495785449558;6,91222507943229;1
244138;5,9;2;8,3;5,9;6,36002973288273;1,82267182920313;7,94601892908234;1
243257;7,9;1,7;2,3;7,9;8,38295099614108;1,8323699679363;2,06981906534787;1
243461;7,3;2,3;4,7;7,3;7,58426544894324;1,83283694397089;5,58578073549735;0
244559;8,3;1,6;4,8;8,3;8,88578632193979;1,8504812616518;3,24069750799434;0
243973;9,2;3,5;7;9,2;8,96861703301327;1,85530707919907;7,57402107862809;1
244000;7,5;,8;4,5;7,5;5,97031028251239;1,85953964240362;3,99137394655748;1
243646;5,5;2,4;3;5,5;5,6418255742654;1,87558246787662;1,79116545805092;0
244531;7,6;2,2;5,1;7,6;7,43687228290543;1,88573031117484;3,84745064267196;0
244175;6,4;1,9;5;6,4;5,42117251486529;1,8950324158397;5,30851935583956;0
243601;8,9;2,1;7,6;8,9;8,60884598510621;1,89758895657397;7,74654693384321;0
244492;7,6;,9;3,9;7,6;8,67804803991003;1,90967847761213;5,81884648092835;0
244672;4,1;2,5;5,8;4,1;3,77554846768716;1,91434588666073;4,83997099614228;0
244520;8,2;1,5;5,2;8,2;9,92290277136128;1,91722743535005;4,13395681022598;1
244521;5,1;1,9;5,1;5,1;5,82269441564028;1,91921491672447;4,15622020739424;0
243652;5,5;3;4,8;5,5;6,97401550183699;1,92082529397768;4,11663046497237;1
243482;8,4;1,3;4,6;8,4;9,60494789029386;1,92609655264323;4,54302984871105;1
244649;8,3;3;6,6;8,3;6,87698655506334;1,93967802786712;6,7175130166012;0
244345;7,8;3,4;1,5;7,8;8,41698716069856;1,96001566345274;0;0
243724;7,7;3,7;4,1;7,7;8,25059123195751;1,96118645628189;3,4615121771684;1
244700;8,4;1,9;7,6;8,4;7,33537730570198;1,98815410754496;7,24505172184933;1
243283;5,5;2,2;5,8;5,5;3,95813334056651;1,98826617527832;5,06733914211691;0
244129;7,7;3,4;4,8;7,7;7,89836757883087;1,99432878261738;5,59085572968317;0
244483;6,6;3,8;4,6;6,6;6,01029138207835;1,99679732868544;3,76777608940171;0
243363;4,2;2,3;7,4;4,2;3,78252502868383;1,99990469547431;10,0012260346362;1
243907;4,8;3,6;5,2;4,8;6,4350637666086;2,00408080228141;4,22571635994988;0
243552;7,3;2,6;4,3;7,3;7,05316047261914;2,01156767024902;4,95991238005377;1
243375;5,1;2,4;3,6;5,1;4,93359291050069;2,02355472136748;2,0876927260733;0
243643;3,9;2,9;7;3,9;3,35228720233065;2,03512566508727;6,13452217543375;0
244455;7,5;2,8;3,9;7,5;8,707473681633;2,05624028970153;2,94054217835876;1
243650;8,4;3;4,9;8,4;9,22004479597155;2,05686067232314;6,01467151720523;0
244589;6,9;3;2,5;6,9;5,75363930900676;2,07336678406601;2,71837682709233;0
244315;7,9;2,2;6,4;7,9;8,66732936070373;2,07688099375274;6,92139559729399;0
244694;8,2;2,9;6,8;8,2;7,05828546779936;2,086255526866;7,29447688306421;1
243524;5,7;2,2;4;5,7;6,9811013076703;2,10878315157714;2,86394019337401;1
244549;5,3;4,4;6,8;5,3;5,90865452197068;2,11366972266698;5,18256763259139;1
244420;7,2;1,9;3,8;7,2;6,34480148478574;2,12812110925752;4,05228323208751;0
243245;5,5;3,1;5,1;5,5;4,50684311799699;2,12867071046735;5,56916607999884;0
244165;6,1;3,1;6,7;6,1;7,65835870490112;2,12930768123087;6,22822262588347;1
244437;4,3;2,9;2,6;4,3;5,72784569817483;2,1340235340769;1,63233258806934;1
244444;6,9;2,1;5,5;6,9;6,68891012103245;2,13664182388716;4,52667011403546;1
244476;5,8;2,3;7,3;5,8;6,43989931757892;2,13894353568054;7,99861425650022;1
243890;4,1;4,1;6,6;4,1;3,15141796246868;2,15662532951219;7,94476453721307;0
243743;9,1;1;8,4;9,1;9,72673298327522;2,1941193504554;6,80007738224851;1
243871;7,4;2,6;7,2;7,4;5,91296929353676;2,19993347164068;10,0012260346362;1
243793;7,1;1,8;2,7;7,1;6,49036935677857;2,204536904525;4,07286827577144;0
243720;6,3;2,7;7,9;6,3;6,48090349307104;2,21684519414572;7,6002589241098;1
243988;8,6;1,8;3,6;8,6;8,87043212640331;2,22325801790715;3,85120190510284;0
244628;5,4;2,1;6,1;5,4;4,52103738738784;2,23467698626646;7,43667352104247;0
244667;8,9;3;5,6;8,9;9,41026800161383;2,25211257757918;6,31150328517592;1
243732;6,4;4,8;3,6;6,4;5,19860503344205;2,26030030592996;3,80224886387886;1
244190;6,4;1,5;5;6,4;6,9280813482196;2,26839186996873;4,62954394895383;1
244101;10;2,8;3,9;10;9,92290277136128;2,2951417085893;3,33533683551641;1
244478;9,1;2,6;,9;9,1;8,29333886317212;2,29800062135129;,837824367077364;0
244267;4,3;2,6;8,3;4,3;4,77758567304421;2,30010962623428;7,69291765998949;0
244610;4,5;2,6;4,2;4,5;4,78100625731338;2,30293420005762;4,69507267431291;0
243480;7,8;3,3;5,2;7,8;7,56339478609034;2,31552428742881;6,3818004689806;0
243742;8,7;2,6;5,7;8,7;9,52105603023328;2,32772155379522;5,61288848847761;0
244313;8,5;2,4;5,4;8,5;9,1024901917305;2,34574019606157;6,29513639606915;0
243671;10;2,5;6;10;8,84605189271796;2,3474572397049;7,13080393806316;0
243581;7,1;2,4;1,9;7,1;5,47472997170866;2,35114233653964;2,04603841274693;0
244467;7,6;3,1;8;7,6;6,55114039106089;2,35517558262139;8,31625026529346;1
243968;9,6;2,8;7;9,6;9,92290277136128;2,35544795782533;4,63663162356943;0
243964;5,8;4,8;6,8;5,8;6,78666313689683;2,35746864591403;6,96286391735373;1
243455;7,1;4,1;5,4;7,1;5,95612067670689;2,37807018437463;6,25348032551613;1
243788;10;2,4;8,2;10;8,02824667399085;2,38058824241965;8,3849856646347;1
244131;7,7;3,5;5;7,7;7,59816399019574;2,38483490783654;4,1535190059855;1
243831;6,9;4,5;6,2;6,9;7,90721330034484;2,38642310107021;7,63835878830159;1
243571;9,6;3,6;2,5;9,6;9,92290277136128;2,38712171540544;1,76433243949578;1
243348;8,6;1,6;2;8,6;7,08628777084236;2,3972944102938;2,2654589585903;0
243549;10;2,7;9,2;10;9,92290277136128;2,41119564567464;9,20524040537832;1
243730;7,6;2,6;3;7,6;8,77250604095253;2,41239256317774;3,59039093445018;1
243399;8,2;2,4;4,4;8,2;8,44944616763047;2,41403776837702;4,49285384208198;0
244551;6,2;2,5;10;6,2;6,34771009300841;2,41579665164142;8,23272326269853;1
244431;10;,9;5,6;10;9,92290277136128;2,41930595863336;6,23691920842247;0
243614;1,2;3,6;3,4;1,2;1,49676872589264;2,42636994356733;3,78205285006733;1
243697;7,4;2,5;6,7;7,4;4,86179942450555;2,43093171499155;5,45076382040545;1
244118;4,4;2,9;6,4;4,4;4,90144297552684;2,43914254354205;4,86952197337964;0
243555;8,5;4;9,8;8,5;9,02929959686041;2,4427148982985;9,97963377912869;1
244523;4,3;2,7;7,5;4,3;5,00843978275405;2,44640675939562;8,50511523137857;1
244088;9,4;3,4;4,3;9,4;9,92290277136128;2,45076585485516;5,51577607670507;0
243633;7;2,6;8,3;7;6,61864293233309;2,45193669318964;9,11444735077911;1
243706;5;2,8;8,8;5;5,87104546135161;2,46746796391256;9,82507185075724;0
243237;5,4;2,5;6;5,4;5,44826601119474;2,4790420945347;5,93137818835451;1
244094;7,4;4;4,6;7,4;6,0355716258304;2,50385372019576;5,07956970690817;0
244085;5,5;4,7;7,4;5,5;4,72910854279645;2,51092453288182;8,04051580026034;1
244035;6,3;3,5;1,7;6,3;5,53934517230031;2,53046955353393;1,00781830521076;0
243371;10;3,7;5,2;10;9,93662448270677;2,53116223951595;6,21565012324531;0
243876;8,3;3,7;6,7;8,3;6,84981258170187;2,53241151200898;6,28370061748672;1
243559;4,1;3,2;5,2;4,1;4,28791406914567;2,54312031331595;6,08419128759186;0
243726;5,9;3,3;7,6;5,9;5,35897239981345;2,54315501083242;8,36362355623873;0
243366;8,3;3;3,6;8,3;7,45024875567079;2,54476091740649;2,47805408696909;0
243472;4,1;3,2;4,3;4,1;3,16345302491628;2,54500115534372;6,47087662929322;1
243715;7;3;5,9;7;6,63587652143398;2,55260351652301;4,71903228179532;1
244529;9,2;3,4;5,2;9,2;9,92290277136128;2,57091366568407;3,84921053952758;0
243400;6,5;2,3;6;6,5;5,59199248046479;2,57126487912763;4,28440166328043;1
243404;8,7;2,1;0;8,7;8,67341074434641;2,57333616293105;,54248317184464;0
243797;4,7;2,6;,2;4,7;4,82844413683509;2,57365518425877;1,90042695633851;1
244036;7;2,8;2,4;7;7,4188169166059;2,57443844454812;2,07244173179888;0
244318;10;4;8,3;10;9,92290277136128;2,57610056331779;9,90477503896603;0
243693;7,5;2,7;7,1;7,5;6,31453010966657;2,57872249668609;7,75611689150518;1
244655;9,8;3,6;4,8;9,8;9,92290277136128;2,58032106780371;3,47739074911584;0
244291;3,4;2,6;5;3,4;4,67485712898997;2,62673208003624;4,77435653896794;1
244516;10;3,2;6,1;10;9,92290277136128;2,62813065748635;5,15659897841897;0
244446;9,9;5,4;3,8;9,9;8,97659237297084;2,62926848096457;3,63787130744064;1
243545;10;3,2;6,1;10;9,65992806867437;2,63814635583679;6,86606527810765;1
243798;7;2,3;5,4;7;7,2058954412718;2,65776609503193;5,30413045796097;1
244106;5,4;3,1;6,5;5,4;4,37490098431717;2,66050158758082;6,35789820650549;1
243299;6,5;2,7;1,7;6,5;3,18594166001851;2,66098736868497;2,54980863895098;1
244195;7,3;3,8;3,9;7,3;8,10497758517979;2,67357714070994;3,70749034849731;1
244382;9,8;2,2;4,7;9,8;9,92290277136128;2,67468382819753;6,10287662852664;0
243483;4,6;2,7;8,3;4,6;2,65378794251038;2,67876532378231;8,28210827093396;0
244403;5,4;2,5;5,5;5,4;5,63357990612978;2,68712496311247;4,64558172207621;0
243289;5,9;3,1;7,5;5,9;5,45625223394345;2,69625648377022;8,6424035563878;0
243310;9,5;3,1;8,9;9,5;9,72508084884942;2,705907251062;8,69893153398962;0
244677;5;3,5;3,6;5;6,42655644973981;2,71103714977695;2,20597322464112;1
243936;5,6;4;1,6;5,6;4,95954367484671;2,71712990760127;,0101429354821303;1
244239;4,3;4,7;3,8;4,3;4,36535140597071;2,72470109328412;5,99353679741448;0
244196;7,3;5,2;7,7;7,3;7,31361757107367;2,7262815323578;6,74219230033789;0
244413;7,9;3,1;3,4;7,9;7,08250070110367;2,74216851780995;3,19021210906149;1
243512;7,4;3,3;3,3;7,4;6,13042542180081;2,74877655876704;3,47941428830679;1
243569;7,1;2,4;,6;7,1;6,68525734116223;2,76159349101528;2,45188786524723;1
243393;10;3,8;5,6;10;9,43633894409414;2,76696673106097;6,42046927775642;1
244411;7,7;3,3;2;7,7;9,58204325535845;2,77209642097868;2,79708327787912;1
243677;1,6;4,4;5,8;1,6;2,77084209244624;2,77895668340785;5,50468402507532;1
243274;9,3;2,4;8,8;9,3;9,0677095770001;2,78564471817878;8,85985078273093;0
244671;8,2;3,3;1,2;8,2;6,01739823521437;2,78867982289845;1,67198687833669;0
244647;7,1;3,6;4,2;7,1;6,60866526561163;2,78868543265729;4,95476117482656;1
244538;10;4,4;8,4;10;9,92290277136128;2,79386650128006;6,20069987809472;1
243819;4;3,4;7,2;4;3,78226969061085;2,79857399592477;7,16792094696717;1
244215;5,5;2,5;4,8;5,5;6,32205665515288;2,79901796984023;5,29068773262978;0
243390;8,2;3,7;2,6;8,2;9,03526789420438;2,80091430946512;4,28699487051732;0
243970;3,5;2,3;2,5;3,5;3,72169944279313;2,80847483989019;2,45719848163181;0
244665;7,6;3,8;3,4;7,6;6,61316004017589;2,82274824957712;2,93855055319546;0
244288;6,6;2,2;8,1;6,6;7,79961036816923;2,82940047404955;7,75027462083387;0
244495;6,5;3,6;7,8;6,5;6,33019367363564;2,84008646055129;7,27030952402728;0
244548;7,4;2,2;3,6;7,4;8,11836175274775;2,84181577119864;2,89856589268298;0
243261;10;2,3;4,8;10;9,92290277136128;2,84300760990075;3,2245902029498;1
243453;4,1;3,4;5,9;4,1;5,07836984390457;2,85343238032109;5,02925045516745;1
243553;7,2;3,2;7,5;7,2;7,08984150040266;2,85680935343828;6,90385204766402;1
243460;8,3;3,7;3,2;8,3;8,06795322343363;2,86372730890207;3,15175208096029;0
243934;4,3;3,7;5;4,3;4,46754821163905;2,87689086923502;5,57256012377418;0
243615;7,2;3,8;3,7;7,2;5,18782476802798;2,88291099555636;2,94124627571432;0
244222;9,7;2,7;8,2;9,7;8,84180839861337;2,88463514682649;10,0012260346362;1
244480;6,8;2,3;1,4;6,8;6,38901534052375;2,88737842951694;2,46676671860977;1
243426;9,8;2,6;2,8;9,8;8,39469462064486;2,88999843206599;3,43124713147675;1
244525;8,7;2,5;2,9;8,7;7,96531134274513;2,89944261862447;3,49628016766429;0
243418;4,7;4,4;3,3;4,7;5,17212581610341;2,90570301160877;4,40489102998483;0
244077;9,6;3,3;4,3;9,6;8,36322027622344;2,91164064812654;4,81162493904695;0
244552;3,6;3;6;3,6;3,19593552951352;2,91626233611402;6,16232740323148;1
244638;3,3;3,1;7,4;3,3;4,71686073211632;2,91637449154244;8,03278687124064;1
244143;8,1;3,3;1,3;8,1;8,06813904745423;2,92577045215569;,894816733899023;1
243344;7,8;2,2;8,6;7,8;8,49517560581355;2,92851791027516;8,9440442988199;1
243675;8;3;2,4;8;9,62303122142057;2,93307513447716;3,10320025173945;0
244424;8,5;3,3;4,2;8,5;6,15338190233442;2,93404966188073;4,382722174032;1
243550;10;2,5;5,1;10;9,92290277136128;2,93584484471822;4,56087693063438;0
244326;6,5;3,5;6,8;6,5;6,09471468363001;2,93804396211679;7,07917801412422;1
243736;7;2,8;5,3;7;5,89269835006208;2,94057675855687;4,01804072509867;0
244038;2,5;3,3;8,7;2,5;3,15779388300719;2,94713901167442;8,83988609538038;1
244711;8,4;2,5;4;8,4;7,88631227485453;2,95488787929881;2,56436123599727;0
243496;3,9;3,7;6;3,9;4,07168820993482;2,96066276340902;5,55612455774482;0
244320;4,6;2,5;5;4,6;4,91037732926215;2,96331763060807;5,87538975028245;0
243492;4,6;4,1;3,3;4,6;4,31122946350783;2,96333239934337;2,14701433881823;1
243709;7,1;2,8;5,3;7,1;7,20394079501496;2,97634772852269;7,1864244694814;1
244696;6,6;3;6,8;6,6;5,09742456871114;2,97824896763131;6,42639839084629;0
243432;5,9;3,1;4,4;5,9;5,31355209628719;2,98332155789108;4,24586782181474;0
243765;6,7;3,3;5,1;6,7;5,72927915799188;2,98760882264735;3,04813720091427;1
244450;7,4;2,8;2,5;7,4;8,0504665902535;2,99280464114148;3,44776904954017;0
244004;9,5;3,2;2;9,5;9,92290277136128;3,00109741651229;1,71046571335291;0
243949;7,1;3,3;6,9;7,1;7,66577682030217;3,00116923482602;6,96692877113998;0
243493;9,2;5,1;2,8;9,2;9,91805683543248;3,01025716942757;2,63420188348808;0
244329;4,7;3,5;4,6;4,7;5,53576775887695;3,01424265407983;5,30570986416774;0
244327;8,3;2;9,4;8,3;8,14721270977543;3,0223013161329;9,11563953095175;1
244234;8,3;3,6;5,6;8,3;7,41544297836717;3,02653137060238;5,03413231668672;0
244029;9,1;3,7;6,9;9,1;9,38932223557042;3,03176857904351;8,65816305726818;1
244685;4,8;4,1;5,3;4,8;6,81608530229533;3,0502953200191;6,67387840625249;0
243315;6;4,6;3,5;6;5,8850197843501;3,05259802597385;3,69976126139302;1
244037;3,7;4;4;3,7;4,3949062634435;3,05806148026783;4,97762754876132;1
243654;7,3;2,9;8,6;7,3;6,32564548021696;3,05997791939111;9,26943685134905;1
244261;5,2;2,4;7,9;5,2;3,12765990099728;3,06600926948362;7,59165625380781;0
244567;3,7;2,3;3,4;3,7;1,66158920467069;3,07323772832163;3,71861641969637;1
244272;6,9;2,4;8,3;6,9;8,22699292692883;3,07683421362392;7,96767061750671;1
244721;9,6;3,3;5,8;9,6;8,62353963277615;3,07830735676948;7,36051186995534;1
244168;6,3;2,9;5,9;6,3;5,19509155735712;3,08842973181119;5,58332383746553;1
243996;7,2;3;5,6;7,2;7,30570914099185;3,08926929568944;6,05137153207831;1
243786;9,5;4,6;7,1;9,5;9,92290277136128;3,10382705735854;6,91414649919819;1
244460;5,1;3,1;5,1;5,1;5,66348612673071;3,10742548447964;4,59886773444896;1
243630;10;5,7;5,9;10;9,92290277136128;3,10951460952891;6,07904620977003;0
243568;7,2;4,2;5,1;7,2;7,52621908613981;3,11031422430555;5,09149438685393;1
243486;5,8;5,3;4,4;5,8;4,90927380446232;3,11186934436983;4,38727467346174;1
244360;9,5;3;7,1;9,5;7,78629993933424;3,1135573709662;5,59231800333612;1
244182;5,6;3,2;5,9;5,6;5,05374909404109;3,11806766731366;4,77419885461989;0
244134;5;2,2;5,7;5;5,1456001979594;3,11811685039381;6,55024700045124;0
243915;9,7;3,6;7,1;9,7;9,92290277136128;3,12979522147072;6,78286062025581;1
244386;9,5;3,5;4,8;9,5;9,18540400561615;3,13440224680522;2,99060741923501;0
244406;3,6;4,3;4,8;3,6;3,78828186759713;3,14353353979513;5,40704949707701;1
243969;6,1;2,8;4,8;6,1;7,67257326515816;3,14532123861949;4,02970599112516;1
244246;6,6;3,6;5,9;6,6;7,38153656258532;3,15202824624719;7,71881031205204;0
244639;3,6;3,6;5,6;3,6;3,5730271788963;3,16305135113347;6,67751458976237;1
244587;6,9;4,1;5,4;6,9;6,37183994490516;3,16378413821164;5,76116497182853;0
244412;7,7;2,9;2,7;7,7;7,11763914898718;3,16726641696573;2,75552562164926;1
244484;5;5,1;5;5;4,15286438781135;3,18286215259217;5,14525023365173;1
244488;3,4;3,4;6,4;3,4;3,22343642956136;3,18371792918714;7,2427469443897;0
244588;4,9;2,9;3;4,9;4,45859149162711;3,18721038337474;3,48145866307341;0
243359;5,2;3,7;7,2;5,2;5,28471572826605;3,1874765643372;7,57486452285623;0
244454;6,5;4,2;5,6;6,5;6,01351004703649;3,1908715443759;4,61401233745572;1
244177;6,5;4,4;3,2;6,5;8,46988458814331;3,19292667907602;2,36272655727996;1
244224;9,8;3;7,1;9,8;9,21452858896928;3,19582224630011;6,29070332974263;1
243958;7;4,3;1;7;6,94963446082617;3,20808578181801;0;1
243386;7,5;3,1;5,1;7,5;6,50942437213375;3,21055087839462;5,3099472325009;1
244317;6,4;3,6;5,5;6,4;4,64656349148274;3,2112955749603;6,83923271011571;1
243235;5,2;2,2;4,6;5,2;6,76272244497759;3,22187879500208;5,41965526262433;1
